year,month,day,hour,pm2.5,DEWP,TEMP,PRES,cbwd,Iws,Is,Ir
2013.0,3.0,29.0,18.0,100.0,-6.0,9.0,1019.0,NE,4.92,0.0,0
2010.0,10.0,8.0,0.0,429.0,14.0,14.0,1017.0,NE,0.89,0.0,0
2010.0,7.0,5.0,2.0,122.0,21.0,25.0,1001.0,NE,0.89,0.0,0
2012.0,1.0,6.0,19.0,58.0,-11.0,-3.0,1039.0,SE,27.28,0.0,0
2013.0,12.0,9.0,21.0,55.0,-14.0,-3.0,1022.0,cv,1.78,0.0,0
2010.0,1.0,4.0,19.0,26.0,-21.0,-12.0,1033.0,NW,171.18,0.0,0
2012.0,10.0,10.0,7.0,9.0,4.0,9.0,1022.0,cv,3.12,0.0,0
2013.0,2.0,22.0,14.0,10.0,-24.0,7.0,1030.0,NW,12.96,0.0,0
2011.0,6.0,26.0,11.0,24.0,13.0,27.0,1005.0,NE,4.92,0.0,0
2011.0,9.0,14.0,4.0,180.0,18.0,19.0,1010.0,SE,0.89,0.0,0
2013.0,11.0,27.0,20.0,9.0,-30.0,-2.0,1028.0,NW,295.47,0.0,0
2011.0,9.0,4.0,20.0,36.0,16.0,25.0,1012.0,SE,13.41,0.0,0
2010.0,6.0,17.0,21.0,39.0,17.0,20.0,1003.0,cv,1.78,0.0,0
2013.0,11.0,3.0,23.0,6.0,-4.0,5.0,1028.0,NW,4.92,0.0,0
2011.0,12.0,28.0,12.0,115.0,-12.0,5.0,1030.0,cv,1.79,0.0,0
2010.0,3.0,28.0,16.0,63.0,-9.0,16.0,1023.0,SE,13.86,0.0,0
2010.0,1.0,4.0,22.0,29.0,-24.0,-13.0,1035.0,NW,195.32,0.0,0
2013.0,5.0,5.0,14.0,177.0,11.0,27.0,1016.0,SE,3.13,0.0,0
2014.0,3.0,20.0,0.0,10.0,-17.0,6.0,1029.0,NW,32.18,0.0,0
2011.0,6.0,26.0,15.0,21.0,13.0,31.0,1001.0,cv,0.89,0.0,0
2013.0,6.0,8.0,12.0,220.0,19.0,21.0,1008.0,SE,3.58,0.0,0
2010.0,4.0,9.0,1.0,137.0,4.0,15.0,1008.0,NE,7.15,0.0,0
2014.0,4.0,23.0,11.0,164.0,13.0,22.0,1011.0,SE,85.39,0.0,0
2012.0,7.0,13.0,12.0,7.0,19.0,30.0,1004.0,cv,0.89,0.0,0
2012.0,9.0,16.0,6.0,41.0,11.0,11.0,1022.0,NW,6.26,0.0,0
2012.0,9.0,2.0,4.0,123.0,19.0,20.0,1007.0,NW,5.81,0.0,7
2010.0,11.0,11.0,0.0,213.0,-1.0,5.0,1012.0,cv,0.89,0.0,0
2011.0,10.0,10.0,8.0,69.0,10.0,17.0,1026.0,NW,1.79,0.0,0
2011.0,2.0,21.0,23.0,478.0,-4.0,-2.0,1024.0,cv,3.12,0.0,0
2013.0,3.0,30.0,22.0,100.0,0.0,4.0,1023.0,SE,49.62,0.0,0
2013.0,6.0,22.0,21.0,45.0,18.0,21.0,1007.0,SE,8.49,0.0,0
2014.0,6.0,28.0,8.0,24.0,13.0,28.0,1007.0,NW,30.39,0.0,0
2010.0,12.0,2.0,10.0,39.0,-14.0,6.0,1017.0,NW,83.59,0.0,0
2010.0,10.0,2.0,10.0,22.0,12.0,20.0,1013.0,NW,22.81,0.0,0
2011.0,1.0,22.0,21.0,11.0,-22.0,-4.0,1030.0,NW,68.41,0.0,0
2012.0,10.0,25.0,4.0,89.0,5.0,7.0,1015.0,NW,4.92,0.0,0
2013.0,5.0,5.0,18.0,209.0,13.0,26.0,1013.0,SE,18.32,0.0,0
2011.0,12.0,10.0,4.0,14.0,-16.0,-6.0,1031.0,NW,125.61,0.0,0
2013.0,9.0,22.0,12.0,77.0,15.0,22.0,1015.0,SE,1.79,0.0,0
2014.0,5.0,1.0,1.0,97.0,11.0,19.0,1008.0,SE,51.4,0.0,0
2012.0,7.0,4.0,9.0,97.0,18.0,28.0,1001.0,NE,1.79,0.0,0
2013.0,9.0,4.0,2.0,144.0,17.0,21.0,1016.0,SE,22.81,0.0,0
2012.0,10.0,11.0,22.0,176.0,7.0,12.0,1013.0,cv,0.89,0.0,0
2014.0,8.0,12.0,8.0,17.0,10.0,27.0,1007.0,NE,3.13,0.0,0
2012.0,8.0,4.0,6.0,36.0,22.0,23.0,1006.0,NW,1.79,0.0,0
2014.0,2.0,17.0,10.0,61.0,-16.0,3.0,1037.0,SE,3.13,0.0,0
2014.0,10.0,27.0,13.0,31.0,-10.0,14.0,1032.0,SE,7.15,0.0,0
2014.0,3.0,25.0,17.0,188.0,1.0,22.0,1007.0,SE,11.17,0.0,0
2013.0,3.0,25.0,8.0,121.0,-5.0,1.0,1024.0,cv,3.56,0.0,0
2013.0,6.0,13.0,3.0,108.0,15.0,17.0,1008.0,NE,0.89,0.0,0
2014.0,3.0,28.0,11.0,138.0,8.0,17.0,1008.0,NW,12.96,0.0,0
2012.0,7.0,26.0,0.0,73.0,25.0,26.0,1005.0,SE,21.46,0.0,0
2010.0,2.0,15.0,18.0,13.0,-23.0,-3.0,1033.0,SE,1.79,0.0,0
2014.0,8.0,9.0,4.0,123.0,18.0,21.0,1007.0,cv,0.89,0.0,0
2011.0,8.0,20.0,7.0,89.0,21.0,21.0,1013.0,cv,0.89,0.0,0
2014.0,3.0,14.0,0.0,24.0,-25.0,10.0,1019.0,NW,20.12,0.0,0
2011.0,10.0,15.0,10.0,15.0,3.0,18.0,1009.0,NW,64.37,0.0,0
2012.0,6.0,28.0,20.0,178.0,21.0,22.0,1008.0,NE,4.91,0.0,3
2012.0,5.0,25.0,4.0,48.0,6.0,14.0,1011.0,cv,5.34,0.0,0
2012.0,4.0,29.0,0.0,203.0,-1.0,12.0,1014.0,SE,41.13,0.0,0
2012.0,6.0,11.0,17.0,13.0,2.0,33.0,994.0,SE,4.02,0.0,0
2014.0,11.0,15.0,11.0,96.0,-7.0,8.0,1028.0,cv,2.23,0.0,0
2010.0,4.0,4.0,23.0,173.0,2.0,13.0,1010.0,SE,28.61,0.0,0
2013.0,7.0,19.0,19.0,103.0,22.0,29.0,1001.0,SE,16.99,0.0,0
2014.0,1.0,3.0,7.0,43.0,-13.0,-1.0,1022.0,NW,3.13,0.0,0
2014.0,9.0,8.0,9.0,7.0,9.0,26.0,1012.0,NW,17.43,0.0,0
2012.0,6.0,13.0,9.0,135.0,14.0,24.0,1001.0,NE,6.26,0.0,0
2014.0,5.0,9.0,14.0,72.0,7.0,19.0,1015.0,SE,31.74,0.0,0
2014.0,11.0,29.0,23.0,264.0,2.0,4.0,1021.0,NW,8.05,0.0,0
2010.0,10.0,20.0,0.0,83.0,6.0,9.0,1028.0,SE,8.05,0.0,0
2014.0,9.0,16.0,12.0,22.0,10.0,20.0,1018.0,SE,1.79,0.0,0
2014.0,12.0,18.0,2.0,160.0,-13.0,-7.0,1030.0,NW,2.68,0.0,0
2011.0,6.0,15.0,19.0,135.0,19.0,21.0,1004.0,NE,5.81,0.0,2
2014.0,1.0,27.0,12.0,136.0,-12.0,3.0,1017.0,NW,22.81,0.0,0
2014.0,8.0,19.0,21.0,84.0,19.0,28.0,1010.0,SE,35.3,0.0,0
2010.0,9.0,10.0,14.0,24.0,8.0,30.0,1007.0,NW,33.53,0.0,0
2012.0,11.0,20.0,18.0,110.0,-3.0,4.0,1022.0,SE,3.57,0.0,0
2013.0,6.0,21.0,19.0,70.0,17.0,27.0,1008.0,SE,42.02,0.0,0
2011.0,3.0,3.0,12.0,19.0,-17.0,6.0,1028.0,NW,151.98,0.0,0
2014.0,9.0,12.0,21.0,58.0,17.0,21.0,1015.0,SE,13.87,0.0,0
2012.0,11.0,8.0,12.0,42.0,-5.0,12.0,1020.0,cv,1.78,0.0,0
2014.0,11.0,12.0,2.0,2.0,-15.0,6.0,1023.0,NW,156.03,0.0,0
2013.0,3.0,9.0,12.0,42.0,-16.0,15.0,1007.0,NW,33.08,0.0,0
2013.0,1.0,16.0,22.0,26.0,-17.0,-4.0,1037.0,NW,19.23,0.0,0
2011.0,4.0,29.0,10.0,162.0,10.0,18.0,997.0,SE,4.92,0.0,0
2012.0,1.0,4.0,8.0,20.0,-18.0,-6.0,1037.0,NW,4.92,0.0,0
2013.0,10.0,2.0,20.0,27.0,4.0,15.0,1018.0,cv,0.89,0.0,0
2011.0,12.0,13.0,20.0,304.0,-4.0,-3.0,1023.0,cv,3.56,0.0,0
2014.0,10.0,14.0,11.0,28.0,0.0,16.0,1021.0,cv,1.78,0.0,0
2010.0,9.0,2.0,19.0,143.0,21.0,25.0,1014.0,SE,5.36,0.0,0
2012.0,2.0,2.0,3.0,10.0,-24.0,-10.0,1041.0,NW,21.01,0.0,0
2013.0,6.0,28.0,15.0,369.0,22.0,27.0,1000.0,SE,37.55,0.0,0
2010.0,12.0,11.0,0.0,17.0,-18.0,-4.0,1023.0,NW,182.84,0.0,0
2012.0,11.0,12.0,21.0,35.0,-11.0,6.0,1017.0,NW,71.95,0.0,0
2014.0,9.0,6.0,9.0,133.0,20.0,24.0,1013.0,cv,0.89,0.0,0
2013.0,2.0,15.0,18.0,69.0,-10.0,-1.0,1025.0,SE,27.71,0.0,0
2013.0,10.0,22.0,17.0,148.0,7.0,16.0,1018.0,cv,0.89,0.0,0
2014.0,6.0,20.0,18.0,20.0,17.0,27.0,1006.0,SE,4.92,0.0,0
2012.0,6.0,21.0,4.0,191.0,20.0,21.0,1004.0,cv,2.67,0.0,0
2011.0,8.0,5.0,9.0,200.0,24.0,26.0,1007.0,SE,1.79,0.0,0
2010.0,11.0,9.0,14.0,71.0,-8.0,8.0,1018.0,cv,0.89,0.0,0
2010.0,3.0,14.0,19.0,108.0,-2.0,-1.0,1018.0,NW,1.79,0.0,0
2013.0,7.0,18.0,16.0,137.0,23.0,27.0,1003.0,SE,35.3,0.0,0
2010.0,4.0,7.0,2.0,69.0,-9.0,4.0,1024.0,cv,1.34,0.0,0
2010.0,10.0,26.0,21.0,32.0,-10.0,4.0,1036.0,SE,3.13,0.0,0
2010.0,9.0,10.0,15.0,27.0,8.0,30.0,1006.0,NW,38.45,0.0,0
2012.0,7.0,17.0,10.0,92.0,22.0,29.0,1011.0,SE,25.04,0.0,0
2012.0,12.0,10.0,7.0,38.0,-16.0,-10.0,1029.0,NE,1.78,0.0,0
2014.0,2.0,16.0,8.0,323.0,-9.0,-4.0,1029.0,NW,27.72,0.0,0
2014.0,8.0,16.0,15.0,28.0,16.0,33.0,1006.0,SE,3.13,0.0,0
2013.0,5.0,6.0,11.0,266.0,16.0,26.0,1015.0,cv,3.56,0.0,0
2011.0,11.0,19.0,13.0,13.0,-12.0,8.0,1023.0,NW,97.03,0.0,0
2013.0,12.0,27.0,18.0,30.0,-19.0,-2.0,1027.0,SE,1.79,0.0,0
2014.0,3.0,19.0,21.0,15.0,-15.0,10.0,1026.0,NW,16.09,0.0,0
2010.0,10.0,7.0,2.0,468.0,13.0,13.0,1015.0,NE,0.89,0.0,0
2010.0,4.0,29.0,13.0,17.0,-9.0,19.0,1013.0,NW,79.56,0.0,0
2012.0,7.0,8.0,9.0,185.0,24.0,26.0,1003.0,NW,1.79,0.0,0
2012.0,2.0,26.0,1.0,70.0,-18.0,-5.0,1030.0,NW,0.89,0.0,0
2010.0,4.0,8.0,21.0,141.0,4.0,16.0,1006.0,NW,1.79,0.0,0
2011.0,5.0,10.0,18.0,23.0,7.0,24.0,1006.0,SE,24.14,0.0,0
2012.0,1.0,25.0,18.0,60.0,-18.0,0.0,1021.0,SE,4.02,0.0,0
2012.0,11.0,2.0,6.0,139.0,2.0,4.0,1020.0,NW,4.47,0.0,0
2014.0,5.0,31.0,5.0,115.0,15.0,20.0,1008.0,SE,0.89,0.0,0
2010.0,3.0,22.0,5.0,95.0,-4.0,4.0,1010.0,NE,0.89,0.0,0
2014.0,3.0,6.0,1.0,11.0,-28.0,2.0,1030.0,NW,21.01,0.0,0
2010.0,12.0,9.0,8.0,185.0,-8.0,-3.0,1014.0,SE,3.58,0.0,0
2014.0,12.0,17.0,16.0,65.0,-16.0,4.0,1027.0,SE,9.39,0.0,0
2012.0,10.0,30.0,20.0,88.0,-8.0,11.0,1020.0,NW,9.83,0.0,0
2011.0,8.0,21.0,16.0,52.0,19.0,31.0,1008.0,SE,16.54,0.0,0
2010.0,3.0,17.0,22.0,66.0,-7.0,-1.0,1026.0,NE,0.89,0.0,0
2012.0,1.0,29.0,19.0,49.0,-17.0,-6.0,1033.0,SE,3.57,0.0,0
2011.0,4.0,18.0,11.0,9.0,-11.0,17.0,1018.0,NW,8.05,0.0,0
2014.0,9.0,5.0,5.0,76.0,16.0,18.0,1008.0,NE,1.79,0.0,0
2013.0,9.0,2.0,1.0,84.0,14.0,18.0,1014.0,NW,3.13,0.0,0
2013.0,7.0,7.0,10.0,66.0,23.0,28.0,1001.0,cv,0.89,0.0,0
2013.0,5.0,28.0,19.0,48.0,15.0,23.0,1004.0,SE,21.01,0.0,0
2012.0,9.0,24.0,1.0,58.0,14.0,17.0,1016.0,NW,1.79,0.0,0
2013.0,8.0,26.0,19.0,98.0,19.0,28.0,1005.0,SE,31.74,0.0,0
2013.0,10.0,19.0,10.0,17.0,-5.0,15.0,1026.0,NW,34.42,0.0,0
2012.0,4.0,7.0,4.0,46.0,-6.0,2.0,1020.0,NE,0.89,0.0,0
2011.0,12.0,25.0,1.0,103.0,-14.0,-8.0,1029.0,NW,0.89,0.0,0
2014.0,5.0,16.0,14.0,60.0,2.0,29.0,1007.0,NE,3.13,0.0,0
2010.0,5.0,6.0,1.0,9.0,-1.0,15.0,1006.0,NW,151.98,0.0,0
2014.0,2.0,5.0,8.0,114.0,-22.0,-11.0,1030.0,NE,1.78,0.0,0
2011.0,5.0,29.0,6.0,95.0,18.0,22.0,1009.0,SE,5.37,0.0,0
2011.0,5.0,24.0,7.0,81.0,13.0,18.0,1014.0,SE,86.27,0.0,0
2011.0,3.0,15.0,17.0,19.0,-19.0,9.0,1022.0,NW,305.75,0.0,0
2014.0,8.0,26.0,6.0,27.0,13.0,17.0,1014.0,NW,9.84,0.0,0
2012.0,8.0,10.0,17.0,52.0,20.0,31.0,1005.0,SE,12.97,0.0,0
2012.0,4.0,15.0,9.0,112.0,3.0,20.0,1008.0,NE,7.59,0.0,0
2014.0,7.0,4.0,8.0,201.0,22.0,26.0,1005.0,NE,1.79,0.0,0
2012.0,11.0,12.0,9.0,22.0,-12.0,4.0,1020.0,NE,1.79,0.0,0
2011.0,6.0,30.0,8.0,35.0,21.0,22.0,1003.0,cv,0.89,0.0,2
2013.0,11.0,15.0,11.0,70.0,-12.0,12.0,1018.0,NW,3.58,0.0,0
2010.0,12.0,11.0,13.0,36.0,-17.0,2.0,1020.0,SE,25.93,0.0,0
2012.0,10.0,24.0,17.0,94.0,-3.0,22.0,1010.0,NW,33.08,0.0,0
2012.0,1.0,12.0,2.0,156.0,-16.0,-12.0,1030.0,NE,2.68,0.0,0
2013.0,12.0,24.0,6.0,377.0,-14.0,-9.0,1035.0,NE,1.79,0.0,0
2014.0,2.0,19.0,20.0,39.0,-11.0,-1.0,1029.0,SE,16.98,0.0,0
2014.0,6.0,30.0,10.0,64.0,18.0,30.0,1007.0,cv,3.57,0.0,0
2012.0,11.0,2.0,3.0,124.0,3.0,4.0,1020.0,cv,0.89,0.0,0
2011.0,2.0,1.0,23.0,59.0,-22.0,3.0,1021.0,NW,57.21,0.0,0
2011.0,10.0,12.0,19.0,205.0,12.0,19.0,1014.0,SE,8.05,0.0,0
2014.0,1.0,14.0,4.0,49.0,-21.0,-10.0,1034.0,NW,15.65,0.0,0
2012.0,12.0,8.0,4.0,8.0,-27.0,-10.0,1029.0,NW,109.05,0.0,0
2013.0,7.0,9.0,2.0,164.0,24.0,25.0,1002.0,NE,1.79,0.0,0
2010.0,8.0,12.0,11.0,93.0,21.0,29.0,1001.0,cv,0.89,0.0,0
2012.0,5.0,4.0,5.0,128.0,11.0,14.0,1007.0,NW,2.68,0.0,0
2013.0,6.0,30.0,2.0,185.0,21.0,22.0,1004.0,NW,0.89,0.0,0
2013.0,10.0,13.0,17.0,73.0,10.0,15.0,1017.0,SE,4.47,0.0,0
2013.0,5.0,30.0,0.0,40.0,9.0,20.0,1008.0,cv,0.89,0.0,0
2010.0,4.0,27.0,18.0,14.0,-11.0,12.0,1007.0,NW,180.61,0.0,0
2013.0,4.0,16.0,10.0,80.0,1.0,17.0,1007.0,NE,11.18,0.0,0
2010.0,3.0,5.0,11.0,17.0,-25.0,2.0,1029.0,NW,110.85,0.0,0
2011.0,4.0,27.0,11.0,20.0,-3.0,18.0,1012.0,NE,13.86,0.0,0
2013.0,8.0,1.0,18.0,56.0,20.0,26.0,1002.0,NE,1.79,0.0,0
2014.0,4.0,1.0,18.0,48.0,-5.0,22.0,1008.0,SE,20.56,0.0,0
2010.0,3.0,2.0,10.0,169.0,-7.0,2.0,1023.0,NW,12.07,0.0,0
2013.0,7.0,19.0,12.0,116.0,22.0,29.0,1002.0,SE,4.92,0.0,0
2012.0,3.0,11.0,1.0,7.0,-19.0,-3.0,1036.0,NW,173.44,0.0,0
2011.0,6.0,15.0,22.0,195.0,17.0,22.0,1005.0,cv,1.78,0.0,0
2013.0,3.0,11.0,7.0,94.0,-6.0,-1.0,1023.0,cv,1.78,0.0,0
2013.0,11.0,15.0,9.0,172.0,-4.0,6.0,1019.0,cv,0.89,0.0,0
2014.0,1.0,8.0,5.0,13.0,-20.0,-5.0,1034.0,NE,1.79,0.0,0
2010.0,5.0,23.0,15.0,70.0,4.0,35.0,997.0,SE,1.79,0.0,0
2013.0,1.0,26.0,16.0,162.0,-10.0,2.0,1026.0,SE,3.13,0.0,0
2011.0,4.0,20.0,11.0,166.0,5.0,19.0,1010.0,SE,1.79,0.0,0
2011.0,12.0,19.0,20.0,152.0,-15.0,-6.0,1031.0,cv,0.89,0.0,0
2012.0,8.0,24.0,3.0,81.0,17.0,18.0,1013.0,cv,1.78,0.0,0
2012.0,10.0,9.0,11.0,14.0,6.0,22.0,1013.0,NW,20.11,0.0,0
2011.0,11.0,14.0,9.0,84.0,-6.0,4.0,1027.0,NW,3.58,0.0,0
2013.0,2.0,22.0,22.0,38.0,-14.0,-3.0,1029.0,cv,2.67,0.0,0
2014.0,5.0,5.0,19.0,39.0,-6.0,18.0,1014.0,SE,20.56,0.0,0
2010.0,6.0,14.0,5.0,74.0,16.0,18.0,1004.0,cv,0.89,0.0,0
2014.0,7.0,5.0,12.0,96.0,22.0,29.0,1007.0,SE,12.08,0.0,0
2013.0,7.0,11.0,19.0,53.0,20.0,26.0,1005.0,cv,0.89,0.0,0
2010.0,4.0,5.0,1.0,177.0,1.0,11.0,1011.0,SE,34.87,0.0,0
2014.0,1.0,23.0,14.0,232.0,-14.0,2.0,1014.0,cv,0.89,0.0,0
2010.0,11.0,9.0,18.0,78.0,-4.0,3.0,1018.0,NE,0.89,0.0,0
2010.0,4.0,8.0,11.0,107.0,1.0,14.0,1009.0,SE,134.55,0.0,0
2010.0,12.0,12.0,4.0,102.0,-11.0,-5.0,1015.0,NW,0.89,0.0,0
2011.0,5.0,6.0,12.0,34.0,-5.0,24.0,1003.0,NW,29.95,0.0,0
2011.0,11.0,18.0,17.0,70.0,6.0,11.0,1014.0,SE,11.63,0.0,0
2011.0,6.0,15.0,18.0,142.0,15.0,28.0,1001.0,SE,42.91,0.0,1
2012.0,2.0,5.0,14.0,116.0,-14.0,3.0,1017.0,cv,1.79,0.0,0
2012.0,6.0,13.0,20.0,60.0,17.0,20.0,1000.0,NE,4.92,0.0,1
2011.0,9.0,28.0,21.0,373.0,17.0,18.0,1014.0,cv,0.89,0.0,0
2013.0,9.0,13.0,3.0,60.0,16.0,18.0,1008.0,SE,3.58,0.0,0
2014.0,8.0,13.0,0.0,23.0,18.0,22.0,1008.0,SE,5.81,0.0,1
2012.0,2.0,3.0,21.0,147.0,-21.0,-6.0,1025.0,cv,1.78,0.0,0
2013.0,10.0,8.0,6.0,55.0,7.0,13.0,1023.0,cv,1.78,0.0,0
2011.0,11.0,3.0,5.0,59.0,7.0,9.0,1027.0,SE,0.89,0.0,0
2011.0,5.0,18.0,5.0,213.0,14.0,18.0,998.0,cv,1.78,0.0,0
2013.0,8.0,25.0,8.0,26.0,17.0,26.0,1009.0,cv,0.89,0.0,0
2014.0,8.0,22.0,0.0,22.0,17.0,24.0,1008.0,NW,9.84,0.0,0
2011.0,11.0,18.0,20.0,77.0,5.0,8.0,1017.0,SE,25.49,0.0,0
2014.0,1.0,27.0,15.0,167.0,-12.0,7.0,1016.0,NW,30.86,0.0,0
2011.0,2.0,15.0,8.0,117.0,-14.0,-11.0,1029.0,NE,1.78,0.0,0
2010.0,6.0,11.0,10.0,74.0,15.0,23.0,1012.0,SE,1.79,0.0,0
2012.0,7.0,27.0,21.0,108.0,25.0,27.0,1006.0,SE,1.79,0.0,0
2012.0,10.0,11.0,21.0,168.0,7.0,13.0,1013.0,SE,0.89,0.0,0
2014.0,8.0,29.0,16.0,85.0,18.0,27.0,1015.0,cv,1.78,0.0,0
2011.0,2.0,27.0,11.0,35.0,-3.0,-2.0,1030.0,NE,25.03,6.0,0
2010.0,4.0,14.0,16.0,50.0,-16.0,13.0,1022.0,cv,3.13,0.0,0
2011.0,8.0,11.0,8.0,61.0,24.0,27.0,1007.0,cv,0.89,0.0,0
2013.0,7.0,11.0,11.0,36.0,21.0,27.0,1006.0,NW,63.93,0.0,0
2013.0,3.0,7.0,9.0,327.0,-2.0,7.0,1013.0,cv,0.89,0.0,0
2010.0,11.0,30.0,1.0,267.0,-4.0,-3.0,1020.0,NW,9.39,0.0,0
2012.0,8.0,22.0,5.0,13.0,12.0,15.0,1017.0,NE,1.79,0.0,0
2010.0,6.0,18.0,1.0,34.0,17.0,19.0,1003.0,NW,8.05,0.0,0
2012.0,11.0,1.0,0.0,124.0,0.0,2.0,1019.0,NE,2.68,0.0,0
2014.0,10.0,26.0,7.0,16.0,-2.0,14.0,1022.0,NE,7.15,0.0,0
2011.0,11.0,15.0,8.0,188.0,-3.0,0.0,1029.0,NW,3.58,0.0,0
2014.0,5.0,26.0,13.0,23.0,3.0,34.0,998.0,SE,23.69,0.0,0
2012.0,9.0,7.0,17.0,32.0,17.0,23.0,1015.0,SE,20.11,0.0,0
2014.0,4.0,20.0,8.0,87.0,5.0,13.0,1018.0,NW,12.07,0.0,0
2011.0,8.0,25.0,14.0,98.0,20.0,22.0,1014.0,NW,4.92,0.0,2
2014.0,8.0,10.0,3.0,24.0,18.0,20.0,1004.0,cv,0.89,0.0,0
2012.0,3.0,18.0,23.0,68.0,-3.0,3.0,1028.0,cv,0.89,0.0,0
2011.0,2.0,24.0,4.0,397.0,-5.0,-3.0,1018.0,NW,32.18,0.0,0
2011.0,9.0,9.0,5.0,26.0,15.0,16.0,1019.0,NW,8.94,0.0,0
2013.0,3.0,18.0,9.0,13.0,-18.0,7.0,1009.0,NW,80.01,0.0,0
2012.0,10.0,7.0,22.0,176.0,13.0,15.0,1021.0,cv,0.89,0.0,0
2010.0,1.0,23.0,10.0,23.0,-17.0,-1.0,1031.0,NW,38.9,0.0,0
2010.0,10.0,31.0,20.0,98.0,2.0,8.0,1023.0,cv,2.67,0.0,0
2012.0,7.0,22.0,10.0,10.0,18.0,30.0,999.0,NW,14.75,0.0,0
2010.0,8.0,21.0,13.0,38.0,19.0,21.0,1011.0,NW,27.72,0.0,8
2014.0,10.0,20.0,17.0,239.0,13.0,17.0,1018.0,SE,20.12,0.0,0
2014.0,1.0,1.0,19.0,43.0,-16.0,9.0,1016.0,SE,1.79,0.0,0
2011.0,4.0,4.0,15.0,211.0,-9.0,22.0,1021.0,SE,15.19,0.0,0
2010.0,11.0,21.0,15.0,8.0,-13.0,9.0,1017.0,NW,114.88,0.0,0
2014.0,1.0,16.0,19.0,391.0,-7.0,-2.0,1029.0,SE,12.08,0.0,0
2011.0,3.0,5.0,15.0,133.0,-4.0,13.0,1014.0,SE,7.15,0.0,0
2010.0,2.0,26.0,0.0,52.0,-7.0,1.0,1020.0,SE,66.61,0.0,0
2011.0,7.0,5.0,2.0,86.0,19.0,28.0,1001.0,SE,40.22,0.0,0
2011.0,6.0,19.0,6.0,235.0,20.0,21.0,1008.0,SE,0.89,0.0,0
2011.0,2.0,7.0,9.0,110.0,-8.0,0.0,1017.0,SE,1.79,0.0,0
2013.0,10.0,26.0,5.0,36.0,-3.0,2.0,1024.0,NW,21.46,0.0,0
2013.0,8.0,8.0,7.0,22.0,19.0,25.0,1000.0,cv,1.78,0.0,0
2014.0,6.0,25.0,21.0,127.0,20.0,23.0,1004.0,SE,46.51,0.0,0
2012.0,10.0,23.0,10.0,50.0,4.0,13.0,1017.0,cv,1.78,0.0,0
2014.0,8.0,19.0,3.0,74.0,18.0,21.0,1012.0,NE,1.79,0.0,0
2012.0,10.0,4.0,18.0,19.0,2.0,22.0,1013.0,SE,3.13,0.0,0
2012.0,3.0,19.0,14.0,154.0,-3.0,5.0,1024.0,SE,4.92,0.0,0
2013.0,11.0,17.0,23.0,12.0,-15.0,4.0,1027.0,NW,121.15,0.0,0
2011.0,7.0,12.0,8.0,128.0,22.0,25.0,1009.0,SE,8.05,0.0,0
2013.0,8.0,1.0,2.0,31.0,19.0,21.0,1001.0,NE,1.79,0.0,0
2010.0,1.0,10.0,15.0,68.0,-13.0,-5.0,1030.0,NW,14.31,0.0,0
2010.0,11.0,18.0,14.0,304.0,2.0,9.0,1018.0,SE,4.92,0.0,0
2013.0,1.0,7.0,22.0,250.0,-14.0,-7.0,1027.0,cv,0.45,0.0,0
2011.0,7.0,24.0,23.0,19.0,24.0,24.0,1000.0,NW,4.92,0.0,11
2011.0,2.0,11.0,4.0,96.0,-5.0,-5.0,1027.0,NW,5.37,0.0,0
2010.0,8.0,18.0,8.0,312.0,23.0,26.0,1010.0,SE,90.32,0.0,0
2014.0,11.0,17.0,15.0,8.0,-12.0,12.0,1029.0,NW,28.62,0.0,0
2010.0,10.0,12.0,1.0,30.0,5.0,8.0,1024.0,cv,0.89,0.0,0
2012.0,1.0,30.0,6.0,91.0,-12.0,-7.0,1034.0,cv,0.45,2.0,0
2013.0,7.0,7.0,17.0,120.0,23.0,32.0,998.0,SE,25.47,0.0,0
2012.0,10.0,28.0,10.0,9.0,-4.0,13.0,1029.0,NE,25.02,0.0,0
2013.0,2.0,12.0,22.0,183.0,-8.0,0.0,1024.0,SE,40.23,0.0,0
2011.0,4.0,5.0,5.0,152.0,-5.0,5.0,1023.0,SE,64.36,0.0,0
2014.0,4.0,8.0,9.0,193.0,4.0,16.0,1016.0,cv,1.78,0.0,0
2013.0,11.0,1.0,12.0,189.0,3.0,11.0,1026.0,cv,2.67,0.0,0
2014.0,10.0,17.0,13.0,82.0,3.0,22.0,1015.0,cv,4.47,0.0,0
2012.0,10.0,18.0,4.0,90.0,2.0,3.0,1017.0,cv,0.9,0.0,0
2013.0,2.0,17.0,5.0,253.0,-3.0,-3.0,1017.0,SE,0.89,0.0,0
2012.0,6.0,11.0,2.0,30.0,6.0,21.0,999.0,NW,3.13,0.0,0
2014.0,7.0,14.0,8.0,19.0,16.0,27.0,1003.0,NE,3.13,0.0,0
2012.0,7.0,16.0,9.0,126.0,20.0,28.0,1009.0,cv,1.78,0.0,0
2014.0,9.0,6.0,23.0,151.0,19.0,24.0,1009.0,SE,33.98,0.0,0
2012.0,11.0,15.0,17.0,125.0,-8.0,5.0,1025.0,cv,0.89,0.0,0
2013.0,9.0,16.0,1.0,26.0,13.0,17.0,1013.0,cv,0.89,0.0,0
2013.0,10.0,24.0,15.0,22.0,-5.0,17.0,1025.0,NW,34.42,0.0,0
2012.0,3.0,4.0,10.0,121.0,-8.0,2.0,1024.0,NE,3.57,0.0,0
