age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,predclass
44.0,Self-emp-not-inc,Prof-school,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,70.0,United-States,>50K
32.0,Private,HS-grad,9.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1485,48.0,United-States,<=50K
25.0,Private,HS-grad,9.0,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40.0,United-States,<=50K
41.0,Private,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40.0,United-States,<=50K
47.0,Private,Masters,14.0,Separated,Machine-op-inspct,Unmarried,Asian-Pac-Islander,Female,0,0,42.0,India,<=50K
38.0,Private,HS-grad,9.0,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40.0,United-States,>50K
34.0,Private,10th,6.0,Divorced,Machine-op-inspct,Not-in-family,Black,Male,0,0,60.0,United-States,<=50K
29.0,Private,Assoc-voc,11.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40.0,United-States,<=50K
27.0,Private,10th,6.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40.0,United-States,<=50K
43.0,Private,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,44.0,United-States,<=50K
37.0,Private,HS-grad,9.0,Divorced,Sales,Unmarried,White,Female,0,0,40.0,United-States,<=50K
49.0,Private,Bachelors,13.0,Married-civ-spouse,Sales,Husband,White,Male,0,0,60.0,United-States,>50K
19.0,Private,Some-college,10.0,Never-married,Other-service,Own-child,White,Female,0,0,15.0,United-States,<=50K
21.0,Private,HS-grad,9.0,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
38.0,Private,HS-grad,9.0,Never-married,Handlers-cleaners,Not-in-family,White,Male,594,0,50.0,United-States,<=50K
23.0,Private,Bachelors,13.0,Never-married,Prof-specialty,Own-child,White,Female,0,2258,40.0,United-States,>50K
36.0,Private,Some-college,10.0,Divorced,Sales,Unmarried,White,Female,0,0,40.0,United-States,<=50K
51.0,Private,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,40.0,United-States,>50K
24.0,Private,9th,5.0,Married-civ-spouse,Sales,Husband,White,Male,0,0,45.0,Mexico,<=50K
32.0,Private,Bachelors,13.0,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
43.0,Private,HS-grad,9.0,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40.0,United-States,<=50K
26.0,Private,HS-grad,9.0,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
50.0,Private,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45.0,United-States,<=50K
37.0,Self-emp-not-inc,HS-grad,9.0,Married-civ-spouse,Sales,Husband,White,Male,0,0,45.0,United-States,<=50K
45.0,Private,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50.0,United-States,>50K
52.0,Private,Masters,14.0,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40.0,United-States,<=50K
55.0,Federal-gov,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45.0,United-States,<=50K
33.0,Private,10th,6.0,Never-married,Other-service,Own-child,Black,Male,0,0,20.0,United-States,<=50K
38.0,Private,Bachelors,13.0,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,45.0,United-States,>50K
25.0,Private,Bachelors,13.0,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40.0,United-States,<=50K
21.0,Private,HS-grad,9.0,Never-married,Sales,Own-child,White,Female,0,0,40.0,United-States,<=50K
51.0,Self-emp-not-inc,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,Amer-Indian-Eskimo,Male,0,0,60.0,United-States,<=50K
34.0,Private,HS-grad,9.0,Never-married,Adm-clerical,Not-in-family,White,Female,4865,0,40.0,United-States,<=50K
35.0,Private,Some-college,10.0,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,70.0,United-States,<=50K
30.0,Private,Some-college,10.0,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
42.0,Self-emp-inc,Prof-school,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60.0,Cuba,>50K
57.0,Private,HS-grad,9.0,Divorced,Adm-clerical,Unmarried,White,Female,0,0,42.0,United-States,<=50K
40.0,Self-emp-not-inc,Prof-school,15.0,Divorced,Other-service,Not-in-family,White,Female,0,2339,35.0,United-States,<=50K
49.0,Private,Some-college,10.0,Separated,Exec-managerial,Unmarried,Black,Female,0,0,60.0,United-States,<=50K
31.0,Private,HS-grad,9.0,Divorced,Craft-repair,Own-child,White,Male,0,1669,50.0,United-States,<=50K
46.0,Private,Some-college,10.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,10.0,United-States,<=50K
48.0,Private,Some-college,10.0,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
56.0,Self-emp-not-inc,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50.0,United-States,>50K
31.0,Private,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40.0,United-States,<=50K
22.0,Private,Bachelors,13.0,Never-married,Sales,Own-child,White,Female,0,0,15.0,United-States,<=50K
36.0,Private,Some-college,10.0,Divorced,Other-service,Unmarried,White,Female,0,0,40.0,Mexico,<=50K
54.0,Self-emp-not-inc,Bachelors,13.0,Married-civ-spouse,Sales,Husband,White,Male,0,0,50.0,United-States,>50K
67.0,Local-gov,Doctorate,16.0,Never-married,Prof-specialty,Not-in-family,White,Female,7896,0,50.0,United-States,>50K
27.0,Private,Bachelors,13.0,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,45.0,United-States,<=50K
59.0,Private,HS-grad,9.0,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
28.0,Federal-gov,HS-grad,9.0,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,48.0,United-States,<=50K
36.0,Private,11th,7.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40.0,United-States,<=50K
52.0,Private,11th,7.0,Divorced,Other-service,Unmarried,White,Female,0,0,20.0,United-States,<=50K
52.0,Private,11th,7.0,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40.0,United-States,<=50K
59.0,Private,Assoc-voc,11.0,Married-civ-spouse,Sales,Husband,White,Male,0,1740,50.0,United-States,<=50K
29.0,Private,HS-grad,9.0,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
54.0,Private,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,45.0,United-States,>50K
50.0,Private,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40.0,United-States,<=50K
41.0,Private,Prof-school,15.0,Divorced,Prof-specialty,Unmarried,White,Female,0,0,38.0,United-States,<=50K
27.0,Private,HS-grad,9.0,Never-married,Exec-managerial,Not-in-family,Black,Female,0,0,37.0,United-States,<=50K
22.0,Private,HS-grad,9.0,Never-married,Adm-clerical,Own-child,White,Female,0,0,40.0,Mexico,<=50K
66.0,Private,7th-8th,4.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40.0,United-States,<=50K
41.0,Self-emp-inc,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,70.0,United-States,>50K
57.0,Self-emp-inc,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40.0,United-States,<=50K
29.0,Private,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40.0,United-States,<=50K
27.0,Private,5th-6th,3.0,Never-married,Other-service,Other-relative,White,Male,0,0,40.0,Mexico,<=50K
21.0,Private,Some-college,10.0,Never-married,Other-service,Own-child,White,Male,0,0,35.0,United-States,<=50K
36.0,Private,HS-grad,9.0,Married-civ-spouse,Other-service,Husband,White,Male,0,0,50.0,United-States,<=50K
41.0,Private,Some-college,10.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,32.0,United-States,>50K
44.0,Self-emp-inc,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2415,55.0,United-States,>50K
22.0,Private,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40.0,United-States,<=50K
33.0,Self-emp-not-inc,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,50.0,United-States,>50K
58.0,Private,11th,7.0,Widowed,Machine-op-inspct,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
41.0,Private,Assoc-voc,11.0,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,38.0,United-States,>50K
40.0,Private,HS-grad,9.0,Married-civ-spouse,Sales,Husband,White,Male,7298,0,45.0,United-States,>50K
35.0,Private,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40.0,United-States,<=50K
32.0,Self-emp-not-inc,Masters,14.0,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40.0,United-States,<=50K
26.0,Self-emp-not-inc,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50.0,United-States,<=50K
43.0,Private,Assoc-voc,11.0,Never-married,Adm-clerical,Own-child,White,Female,0,0,55.0,United-States,<=50K
41.0,Private,Bachelors,13.0,Married-civ-spouse,Craft-repair,Husband,White,Male,7688,0,55.0,United-States,>50K
72.0,Self-emp-not-inc,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35.0,United-States,<=50K
40.0,Self-emp-not-inc,HS-grad,9.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,84.0,United-States,<=50K
45.0,Private,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,32.0,United-States,<=50K
50.0,Private,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,1977,40.0,United-States,>50K
28.0,Federal-gov,Some-college,10.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40.0,United-States,>50K
25.0,Private,12th,8.0,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,1741,40.0,United-States,<=50K
43.0,Private,12th,8.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40.0,United-States,<=50K
44.0,Private,HS-grad,9.0,Divorced,Craft-repair,Unmarried,White,Male,0,0,40.0,United-States,<=50K
31.0,Private,Bachelors,13.0,Never-married,Sales,Not-in-family,Black,Female,0,0,50.0,United-States,<=50K
29.0,Private,HS-grad,9.0,Divorced,Sales,Not-in-family,White,Male,0,0,45.0,United-States,<=50K
43.0,Private,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40.0,United-States,<=50K
34.0,Private,Some-college,10.0,Divorced,Transport-moving,Not-in-family,White,Male,2174,0,40.0,United-States,<=50K
57.0,Private,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,40.0,Philippines,>50K
63.0,Private,10th,6.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40.0,United-States,<=50K
23.0,Private,HS-grad,9.0,Married-civ-spouse,Sales,Husband,White,Male,0,0,40.0,United-States,<=50K
69.0,State-gov,Doctorate,16.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50.0,United-States,>50K
41.0,Private,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50.0,United-States,<=50K
21.0,Private,Some-college,10.0,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
22.0,Private,Some-college,10.0,Never-married,Adm-clerical,Own-child,White,Female,0,0,40.0,United-States,<=50K
17.0,Private,11th,7.0,Never-married,Sales,Own-child,White,Female,0,0,15.0,United-States,<=50K
38.0,Private,Some-college,10.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40.0,United-States,<=50K
48.0,Private,Bachelors,13.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,35.0,United-States,>50K
48.0,Self-emp-not-inc,Masters,14.0,Married-civ-spouse,Sales,Husband,White,Male,0,0,50.0,England,<=50K
32.0,Private,Some-college,10.0,Never-married,Tech-support,Not-in-family,Black,Male,0,0,38.0,United-States,<=50K
22.0,Private,Assoc-acdm,12.0,Never-married,Other-service,Unmarried,White,Female,0,0,35.0,United-States,<=50K
27.0,Private,Some-college,10.0,Never-married,Craft-repair,Not-in-family,White,Male,0,0,45.0,United-States,<=50K
42.0,Private,Preschool,1.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40.0,Nicaragua,<=50K
36.0,Private,HS-grad,9.0,Never-married,Craft-repair,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
35.0,Private,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,5178,0,40.0,United-States,>50K
58.0,Self-emp-not-inc,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50.0,United-States,<=50K
30.0,Federal-gov,Bachelors,13.0,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,35.0,United-States,<=50K
33.0,Private,7th-8th,4.0,Separated,Handlers-cleaners,Not-in-family,Black,Male,0,0,35.0,Haiti,<=50K
52.0,Private,HS-grad,9.0,Separated,Other-service,Other-relative,White,Female,0,0,20.0,United-States,<=50K
42.0,Private,Assoc-voc,11.0,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
52.0,Local-gov,Some-college,10.0,Married-civ-spouse,Protective-serv,Husband,White,Male,3137,0,42.0,United-States,<=50K
21.0,Private,12th,8.0,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,32.0,United-States,<=50K
50.0,Self-emp-inc,Some-college,10.0,Divorced,Protective-serv,Not-in-family,White,Male,0,0,40.0,United-States,<=50K
34.0,Private,HS-grad,9.0,Divorced,Machine-op-inspct,Unmarried,Black,Female,0,0,40.0,United-States,<=50K
38.0,Private,Bachelors,13.0,Married-civ-spouse,Sales,Husband,White,Male,15024,0,60.0,United-States,>50K
45.0,Private,Some-college,10.0,Widowed,Other-service,Unmarried,White,Female,0,0,45.0,United-States,<=50K
36.0,Private,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50.0,United-States,<=50K
55.0,Local-gov,Masters,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50.0,United-States,<=50K
19.0,Private,HS-grad,9.0,Never-married,Other-service,Other-relative,Black,Male,0,0,40.0,United-States,<=50K
30.0,Private,HS-grad,9.0,Divorced,Adm-clerical,Unmarried,White,Female,0,0,35.0,United-States,<=50K
57.0,State-gov,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40.0,United-States,<=50K
22.0,State-gov,Some-college,10.0,Never-married,Protective-serv,Own-child,Black,Female,0,0,40.0,United-States,<=50K
51.0,Private,HS-grad,9.0,Widowed,Prof-specialty,Unmarried,White,Female,0,0,40.0,United-States,<=50K
38.0,Private,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1848,54.0,United-States,>50K
29.0,Private,HS-grad,9.0,Never-married,Protective-serv,Not-in-family,Asian-Pac-Islander,Male,0,0,40.0,Philippines,<=50K
26.0,State-gov,Bachelors,13.0,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,80.0,United-States,<=50K
60.0,Private,Bachelors,13.0,Divorced,Exec-managerial,Own-child,White,Male,0,0,60.0,United-States,<=50K
46.0,Local-gov,Some-college,10.0,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,38.0,United-States,>50K
64.0,Private,Bachelors,13.0,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,50.0,United-States,<=50K
47.0,Local-gov,Some-college,10.0,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40.0,United-States,>50K
31.0,Private,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50.0,United-States,<=50K
27.0,Private,Bachelors,13.0,Never-married,Tech-support,Not-in-family,White,Female,0,0,15.0,United-States,<=50K
20.0,Private,HS-grad,9.0,Married-civ-spouse,Tech-support,Other-relative,White,Male,0,0,40.0,United-States,<=50K
90.0,Private,Bachelors,13.0,Never-married,Prof-specialty,Own-child,White,Female,0,0,10.0,United-States,<=50K
47.0,Local-gov,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40.0,United-States,>50K
57.0,Private,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40.0,United-States,>50K
22.0,Private,Some-college,10.0,Never-married,Adm-clerical,Own-child,White,Male,0,0,25.0,Greece,<=50K
40.0,Private,HS-grad,9.0,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,40.0,United-States,<=50K
29.0,Private,HS-grad,9.0,Never-married,Transport-moving,Other-relative,White,Male,0,0,50.0,United-States,<=50K
41.0,Self-emp-not-inc,Some-college,10.0,Separated,Craft-repair,Not-in-family,White,Male,0,0,40.0,United-States,<=50K
48.0,Private,Masters,14.0,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40.0,United-States,>50K
45.0,Federal-gov,Assoc-acdm,12.0,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40.0,Columbia,<=50K
35.0,Private,HS-grad,9.0,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,60.0,United-States,<=50K
40.0,Private,Some-college,10.0,Divorced,Craft-repair,Unmarried,Black,Female,0,0,30.0,United-States,<=50K
36.0,Private,5th-6th,3.0,Separated,Priv-house-serv,Unmarried,Other,Female,0,0,35.0,Mexico,<=50K
49.0,Local-gov,Some-college,10.0,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,44.0,United-States,>50K
25.0,Private,Assoc-voc,11.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45.0,United-States,<=50K
27.0,Private,HS-grad,9.0,Never-married,Other-service,Own-child,White,Female,0,0,32.0,United-States,<=50K
23.0,Private,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,30.0,United-States,<=50K
28.0,Local-gov,HS-grad,9.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40.0,United-States,<=50K
31.0,Private,HS-grad,9.0,Never-married,Sales,Unmarried,Black,Female,0,0,25.0,United-States,<=50K
65.0,Private,HS-grad,9.0,Widowed,Other-service,Unmarried,Black,Female,0,0,20.0,Jamaica,<=50K
18.0,Private,Some-college,10.0,Never-married,Sales,Own-child,White,Female,0,0,20.0,United-States,<=50K
20.0,Private,Some-college,10.0,Never-married,Protective-serv,Own-child,White,Female,0,0,16.0,United-States,<=50K
57.0,Federal-gov,Assoc-voc,11.0,Never-married,Tech-support,Not-in-family,White,Male,0,0,40.0,United-States,<=50K
62.0,Private,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50.0,United-States,>50K
20.0,Private,Some-college,10.0,Never-married,Tech-support,Own-child,White,Female,0,0,40.0,United-States,<=50K
46.0,Private,Bachelors,13.0,Divorced,Sales,Unmarried,Black,Female,0,0,35.0,United-States,>50K
31.0,Private,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40.0,United-States,<=50K
31.0,Private,HS-grad,9.0,Never-married,Craft-repair,Not-in-family,White,Male,0,0,50.0,United-States,<=50K
46.0,Private,Masters,14.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,7688,0,35.0,United-States,>50K
30.0,Private,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1848,50.0,United-States,>50K
34.0,Private,Assoc-voc,11.0,Married-civ-spouse,Craft-repair,Husband,White,Male,7688,0,40.0,United-States,>50K
17.0,Private,10th,6.0,Never-married,Sales,Own-child,White,Female,0,0,12.0,United-States,<=50K
38.0,Private,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50.0,United-States,>50K
24.0,Private,HS-grad,9.0,Never-married,Handlers-cleaners,Unmarried,Black,Female,0,0,40.0,United-States,<=50K
32.0,Private,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50.0,United-States,<=50K
19.0,Private,11th,7.0,Never-married,Transport-moving,Other-relative,White,Male,0,0,10.0,United-States,<=50K
19.0,Local-gov,Some-college,10.0,Never-married,Prof-specialty,Own-child,White,Female,0,0,20.0,United-States,<=50K
37.0,Self-emp-not-inc,Doctorate,16.0,Never-married,Prof-specialty,Not-in-family,White,Male,14084,0,45.0,United-States,>50K
52.0,Self-emp-inc,Some-college,10.0,Married-civ-spouse,Sales,Husband,White,Male,15024,0,50.0,United-States,>50K
34.0,Private,Bachelors,13.0,Never-married,Exec-managerial,Own-child,Amer-Indian-Eskimo,Female,0,0,40.0,United-States,<=50K
41.0,Private,Bachelors,13.0,Widowed,Sales,Unmarried,Black,Male,0,0,50.0,United-States,<=50K
38.0,Private,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,44.0,United-States,<=50K
45.0,Private,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55.0,United-States,>50K
39.0,Private,HS-grad,9.0,Divorced,Other-service,Unmarried,White,Female,0,0,81.0,United-States,<=50K
64.0,Federal-gov,Bachelors,13.0,Divorced,Adm-clerical,Not-in-family,Black,Female,0,0,40.0,United-States,<=50K
43.0,Private,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50.0,United-States,>50K
45.0,Private,Bachelors,13.0,Married-civ-spouse,Sales,Husband,White,Male,0,2002,55.0,United-States,<=50K
52.0,Private,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,85.0,United-States,>50K
18.0,Private,HS-grad,9.0,Married-spouse-absent,Other-service,Own-child,Black,Male,0,0,40.0,Jamaica,<=50K
42.0,Private,HS-grad,9.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,50.0,United-States,<=50K
36.0,Local-gov,Bachelors,13.0,Divorced,Adm-clerical,Unmarried,White,Female,0,0,35.0,Honduras,<=50K
22.0,Private,Some-college,10.0,Never-married,Sales,Own-child,White,Female,0,0,40.0,United-States,<=50K
39.0,Private,HS-grad,9.0,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40.0,United-States,<=50K
46.0,Private,Bachelors,13.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40.0,Germany,>50K
49.0,Federal-gov,Assoc-voc,11.0,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,40.0,United-States,>50K
27.0,Private,Bachelors,13.0,Never-married,Sales,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
19.0,Private,HS-grad,9.0,Never-married,Craft-repair,Own-child,White,Male,0,0,20.0,United-States,<=50K
56.0,Self-emp-not-inc,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,48.0,United-States,<=50K
46.0,Private,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,35.0,United-States,<=50K
33.0,Private,HS-grad,9.0,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,20.0,United-States,<=50K
62.0,Private,Assoc-voc,11.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,7298,0,50.0,United-States,>50K
51.0,Private,7th-8th,4.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40.0,Cuba,<=50K
52.0,Private,HS-grad,9.0,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40.0,United-States,<=50K
32.0,Private,Prof-school,15.0,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40.0,United-States,<=50K
44.0,Private,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40.0,United-States,>50K
38.0,Private,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50.0,United-States,<=50K
24.0,Private,HS-grad,9.0,Never-married,Craft-repair,Own-child,White,Male,0,0,40.0,United-States,<=50K
27.0,Private,9th,5.0,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,37.0,Portugal,<=50K
25.0,Private,Bachelors,13.0,Never-married,Sales,Own-child,White,Female,0,0,40.0,United-States,<=50K
48.0,Self-emp-not-inc,Masters,14.0,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0,0,50.0,India,<=50K
52.0,Private,Doctorate,16.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,38.0,United-States,>50K
26.0,Private,Assoc-acdm,12.0,Never-married,Sales,Not-in-family,White,Male,0,0,40.0,United-States,<=50K
46.0,Private,HS-grad,9.0,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40.0,United-States,<=50K
53.0,Self-emp-not-inc,10th,6.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,35.0,United-States,<=50K
50.0,Private,Some-college,10.0,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,1902,38.0,United-States,>50K
51.0,Self-emp-inc,Some-college,10.0,Divorced,Exec-managerial,Unmarried,White,Female,0,0,50.0,United-States,<=50K
39.0,Private,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40.0,United-States,>50K
34.0,Private,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,30.0,Germany,<=50K
46.0,Self-emp-not-inc,HS-grad,9.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,1672,50.0,United-States,<=50K
30.0,Private,Assoc-voc,11.0,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,45.0,United-States,<=50K
37.0,Private,HS-grad,9.0,Divorced,Craft-repair,Not-in-family,White,Male,0,1669,55.0,United-States,<=50K
29.0,Private,HS-grad,9.0,Never-married,Sales,Unmarried,White,Female,0,0,40.0,United-States,<=50K
26.0,Private,HS-grad,9.0,Never-married,Transport-moving,Own-child,White,Male,0,0,40.0,United-States,<=50K
28.0,Private,Prof-school,15.0,Never-married,Prof-specialty,Not-in-family,White,Male,0,2339,40.0,Canada,<=50K
67.0,Federal-gov,HS-grad,9.0,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40.0,United-States,>50K
38.0,Private,Masters,14.0,Never-married,Exec-managerial,Not-in-family,White,Female,10520,0,50.0,United-States,>50K
20.0,Private,Some-college,10.0,Never-married,Protective-serv,Own-child,White,Male,0,0,40.0,Germany,<=50K
49.0,Self-emp-inc,HS-grad,9.0,Separated,Other-service,Not-in-family,White,Male,0,0,45.0,United-States,<=50K
21.0,Private,Some-college,10.0,Never-married,Adm-clerical,Own-child,Other,Female,0,0,20.0,Cuba,<=50K
52.0,Private,HS-grad,9.0,Divorced,Sales,Not-in-family,White,Male,0,0,40.0,United-States,<=50K
30.0,Private,Some-college,10.0,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40.0,United-States,<=50K
47.0,Private,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40.0,United-States,>50K
54.0,Private,10th,6.0,Divorced,Other-service,Not-in-family,White,Male,0,0,70.0,United-States,<=50K
33.0,Private,Some-college,10.0,Separated,Other-service,Unmarried,Black,Female,0,0,25.0,United-States,<=50K
39.0,Federal-gov,9th,5.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40.0,United-States,>50K
32.0,Private,Bachelors,13.0,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
60.0,Self-emp-not-inc,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40.0,United-States,>50K
